u,v,key,osmid,oneway,lanes,name,highway,maxspeed,width,length,geometry,est_width,access,bridge,service,ref,junction
5066319525,5066319524,0,519614854,False,1,,living_street,5,2,13.376,"LINESTRING (106.8794404 -6.3183647, 106.8793247 -6.3183294)",,,,,,
5066319525,5066319526,0,519614854,False,1,,living_street,5,2,7.669,"LINESTRING (106.8794404 -6.3183647, 106.8795064 -6.318386)",,,,,,
5066319526,5066319525,0,519614854,False,1,,living_street,5,2,7.669,"LINESTRING (106.8795064 -6.318386, 106.8794404 -6.3183647)",,,,,,
5066319526,5066319527,0,519614854,False,1,,living_street,5,2,12.479,"LINESTRING (106.8795064 -6.318386, 106.8796131 -6.3184227)",,,,,,
5066319527,5066319526,0,519614854,False,1,,living_street,5,2,12.479,"LINESTRING (106.8796131 -6.3184227, 106.8795064 -6.318386)",,,,,,
5066319527,5066319528,0,519614854,False,1,,living_street,5,2,7.464,"LINESTRING (106.8796131 -6.3184227, 106.8796768 -6.318445)",,,,,,
5066319528,5066319527,0,519614854,False,1,,living_street,5,2,7.464,"LINESTRING (106.8796768 -6.318445, 106.8796131 -6.3184227)",,,,,,
5066319528,5066319529,0,519614854,False,1,,living_street,5,2,8.99,"LINESTRING (106.8796768 -6.318445, 106.8797515 -6.318477)",,,,,,
5066319529,5066319528,0,519614854,False,1,,living_street,5,2,8.99,"LINESTRING (106.8797515 -6.318477, 106.8796768 -6.318445)",,,,,,
5078217750,7082498748,0,764873847,False,,Taman Botanik,residential,20,,11.623,"LINESTRING (106.8128215 -6.3128981, 106.8127164 -6.3129019)",,private,,,,
5080801804,5647027166,0,311490299,False,1,Jalan Kartika Utama,secondary,30,8,11.255,"LINESTRING (106.7786447 -6.2727008, 106.7786466 -6.272802)",,,,,,
5080801804,7537136116,0,311490299,False,1,Jalan Kartika Utama,secondary,30,8,59.325,"LINESTRING (106.7786447 -6.2727008, 106.7786497 -6.2721673)",,,,,,
5082957595,7229436719,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,1.895,"LINESTRING (106.7853096 -6.209181, 106.785313 -6.2091643)",8.42,,,,,
5082957595,6333026457,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,31.648,"LINESTRING (106.7853096 -6.209181, 106.7853123 -6.2094656)",8.42,,,,,
5082957597,5082957601,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,24.639,"LINESTRING (106.7853646 -6.2091243, 106.7855861 -6.209149)",8.42,,,,,
5082957597,7229436717,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,2.447,"LINESTRING (106.7853646 -6.2091243, 106.7853425 -6.2091256)",8.42,,,,,
5082957598,5082957604,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,32.512,"LINESTRING (106.7861103 -6.2091476, 106.786404 -6.209163)",8.42,,,,,
5082957598,5082957599,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,14.254,"LINESTRING (106.7861103 -6.2091476, 106.7859815 -6.2091536)",8.42,,,,,
5082957599,5082957598,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,14.254,"LINESTRING (106.7859815 -6.2091536, 106.7861103 -6.2091476)",8.42,,,,,
5082957599,7229436716,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,14.871,"LINESTRING (106.7859815 -6.2091536, 106.7858474 -6.2091643)",8.42,,,,,
5082957601,5082957603,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,6.574,"LINESTRING (106.7855861 -6.209149, 106.7856442 -6.2091616)",8.42,,,,,
5082957601,5082957597,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,24.639,"LINESTRING (106.7855861 -6.209149, 106.7853646 -6.2091243)",8.42,,,,,
5082957603,7229436716,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,22.464,"LINESTRING (106.7856442 -6.2091616, 106.7858474 -6.2091643)",8.42,,,,,
5082957603,5082957601,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,6.574,"LINESTRING (106.7856442 -6.2091616, 106.7855861 -6.209149)",8.42,,,,,
5082957604,7229436715,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,2.574,"LINESTRING (106.786404 -6.209163, 106.7864261 -6.2091703)",8.42,,,,,
5082957604,5082957598,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,32.512,"LINESTRING (106.786404 -6.209163, 106.7861103 -6.2091476)",8.42,,,,,
5082957605,7229436714,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,2.634,"LINESTRING (106.7864589 -6.2091863, 106.7864811 -6.2091949)",8.42,,,,,
5082957605,7229436715,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,4.039,"LINESTRING (106.7864589 -6.2091863, 106.7864261 -6.2091703)",8.42,,,,,
5082957608,7229436713,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,2.662,"LINESTRING (106.7865092 -6.2092169, 106.7865213 -6.2092376)",8.42,,,,,
5082957608,7229436714,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,3.954,"LINESTRING (106.7865092 -6.2092169, 106.7864811 -6.2091949)",8.42,,,,,
5082957612,5082957615,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,22.395,"LINESTRING (106.7865273 -6.2092609, 106.7865273 -6.2094623)",8.42,,,,,
5082957612,7229436713,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,2.674,"LINESTRING (106.7865273 -6.2092609, 106.7865213 -6.2092376)",8.42,,,,,
5082957615,5082957731,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,23.585,"LINESTRING (106.7865273 -6.2094623, 106.7865179 -6.2096742)",8.42,,,,,
5082957615,5082957612,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,22.395,"LINESTRING (106.7865273 -6.2094623, 106.7865273 -6.2092609)",8.42,,,,,
5082957619,7229436724,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,18.019,"LINESTRING (106.7847899 -6.2095309, 106.7849529 -6.2095316)",8.42,,,,,
5082957619,5082957620,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,8.827,"LINESTRING (106.7847899 -6.2095309, 106.7847104 -6.2095235)",8.42,,,,,
5082957620,5082957619,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,8.827,"LINESTRING (106.7847104 -6.2095235, 106.7847899 -6.2095309)",8.42,,,,,
5082957620,5082957724,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,84.9,"LINESTRING (106.7847104 -6.2095235, 106.783943 -6.2095543)",8.42,,,,,
5082957721,7229436722,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,1.652,"LINESTRING (106.7852607 -6.2095323, 106.7852754 -6.2095296)",8.42,,,,,
5082957721,7229436723,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,13.422,"LINESTRING (106.7852607 -6.2095323, 106.7851393 -6.2095343)",8.42,,,,,
5082957724,5082957620,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,84.9,"LINESTRING (106.783943 -6.2095543, 106.7847104 -6.2095235)",8.42,,,,,
5082957724,5085033411,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,57.298,"LINESTRING (106.783943 -6.2095543, 106.7834247 -6.2095603)",8.42,,,,,
5082957725,5085033411,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,6.163,"LINESTRING (106.783369 -6.2095626, 106.7834247 -6.2095603)",8.42,,,,,
5082957731,4984098529,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,19.897,"LINESTRING (106.7865179 -6.2096742, 106.7865086 -6.2098529)",8.42,,,,,
5082957731,5082957615,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,23.585,"LINESTRING (106.7865179 -6.2096742, 106.7865273 -6.2094623)",8.42,,,,,
5082967521,4905201857,0,499215928,False,2,Gang Puskesmas,living_street,5,1.5,4.871,"LINESTRING (106.8745709 -6.3456506, 106.8745856 -6.3456093)",,,,,,
5082967521,4905201858,0,499215928,False,2,Gang Puskesmas,living_street,5,1.5,9.62,"LINESTRING (106.8745709 -6.3456506, 106.8745293 -6.3457266)",,,,,,
5085033411,5082957724,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,57.298,"LINESTRING (106.7834247 -6.2095603, 106.783943 -6.2095543)",8.42,,,,,
5085033411,5082957725,0,521707246,False,1,Jalan Kemandoran VII,tertiary,30,4,6.163,"LINESTRING (106.7834247 -6.2095603, 106.783369 -6.2095626)",8.42,,,,,
5085384925,4982519989,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,45.888,"LINESTRING (106.7201929 -6.1259158, 106.7204634 -6.1262288)",,,,,,
5085384925,1709492690,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,30.384,"LINESTRING (106.7201929 -6.1259158, 106.7200063 -6.1257152)",,,,,,
5093646919,5093646920,0,523145123,False,1,,residential,20,,24.336,"LINESTRING (106.8105045 -6.3133807, 106.8107138 -6.3134487)",,,,,,
5093646920,6755600622,0,523145123,False,1,,residential,20,,2.765,"LINESTRING (106.8107138 -6.3134487, 106.810738 -6.313455)",,,,,,
5093646920,5093646919,0,523145123,False,1,,residential,20,,24.336,"LINESTRING (106.8107138 -6.3134487, 106.8105045 -6.3133807)",,,,,,
5093648522,6330997034,0,523145123,False,1,,residential,20,,4.515,"LINESTRING (106.8109578 -6.3132807, 106.8109958 -6.3132658)",,,,,,
5093648522,6330997047,0,523145123,False,1,,residential,20,,4.426,"LINESTRING (106.8109578 -6.3132807, 106.8109247 -6.3133031)",,,,,,
5093648523,6330997048,0,523145123,False,1,,residential,20,,2.78,"LINESTRING (106.8111106 -6.3131927, 106.8111165 -6.3131684)",,,,,,
5093648523,6755600621,0,523145123,False,1,,residential,20,,6.874,"LINESTRING (106.8111106 -6.3131927, 106.8110695 -6.3132391)",,,,,,
5093648524,5093648525,0,523145123,False,1,,residential,20,,5.916,"LINESTRING (106.8111094 -6.3131448, 106.8110631 -6.3131181)",,,,,,
5093648524,6330997048,0,523145123,False,1,,residential,20,,2.739,"LINESTRING (106.8111094 -6.3131448, 106.8111165 -6.3131684)",,,,,,
5093648525,6755600620,0,523145123,False,1,,residential,20,,20.027,"LINESTRING (106.8110631 -6.3131181, 106.8111312 -6.3129512)",,,,,,
5093648525,5093648524,0,523145123,False,1,,residential,20,,5.916,"LINESTRING (106.8110631 -6.3131181, 106.8111094 -6.3131448)",,,,,,
5093648525,7561315438,0,523145124,False,,,residential,20,,2.256,"LINESTRING (106.8110631 -6.3131181, 106.8110427 -6.3131173)",,,,,,
5093648527,6755600620,0,523145123,False,1,,residential,20,,22.471,"LINESTRING (106.8111871 -6.3127569, 106.8111312 -6.3129512)",,,,,,
5093648527,6330997057,0,523145125,False,,Taman Botanik,residential,20,,15.443,"LINESTRING (106.8111871 -6.3127569, 106.8113243 -6.3127832)",,,,,,
5093648527,5093648531,0,523145125,False,,Taman Botanik,residential,20,,8.522,"LINESTRING (106.8111871 -6.3127569, 106.8111179 -6.3127231)",,,,,,
5093648528,5093648529,0,523145124,False,,,residential,20,,48.166,"LINESTRING (106.8104715 -6.3131264, 106.8109034 -6.3131843)",,,,,,
5093648528,6755600544,0,523145124,False,,,residential,20,,2.189,"LINESTRING (106.8104715 -6.3131264, 106.8104526 -6.3131205)",,,,,,
5093648529,6330997051,0,523145124,False,,,residential,20,,3.877,"LINESTRING (106.8109034 -6.3131843, 106.8109381 -6.3131792)",,,,,,
5093648529,5093648528,0,523145124,False,,,residential,20,,48.166,"LINESTRING (106.8109034 -6.3131843, 106.8104715 -6.3131264)",,,,,,
5093648530,6330997055,0,523145125,False,,Taman Botanik,residential,20,,8.818,"LINESTRING (106.8108778 -6.3125127, 106.8109475 -6.3125513)",,,,,,
5093648531,5093648527,0,523145125,False,,Taman Botanik,residential,20,,8.522,"LINESTRING (106.8111179 -6.3127231, 106.8111871 -6.3127569)",,,,,,
5093648531,6330997056,0,523145125,False,,Taman Botanik,residential,20,,8.39,"LINESTRING (106.8111179 -6.3127231, 106.8110615 -6.3126726)",,,,,,
5093648533,5093648535,0,523145125,False,,Taman Botanik,residential,20,,8.609,"LINESTRING (106.8117791 -6.3128446, 106.8118556 -6.3128592)",,,,,,
5093648533,6330997057,0,523145125,False,,Taman Botanik,residential,20,,50.726,"LINESTRING (106.8117791 -6.3128446, 106.8113243 -6.3127832)",,,,,,
5093648535,6755600618,0,523145125,False,,Taman Botanik,residential,20,,6.9,"LINESTRING (106.8118556 -6.3128592, 106.8119171 -6.3128699)",,,,,,
5093648535,5093648533,0,523145125,False,,Taman Botanik,residential,20,,8.609,"LINESTRING (106.8118556 -6.3128592, 106.8117791 -6.3128446)",,,,,,
5093648537,7561417921,0,839098708,False,1,,residential,20,,12.477,"LINESTRING (106.8118773 -6.312243, 106.8117686 -6.3122127)",,,,,,
5093648537,6330997036,0,839098708,False,1,,residential,20,,16.975,"LINESTRING (106.8118773 -6.312243, 106.8120271 -6.3122767)",,,,,,
5093648538,7561417921,0,839098708,False,1,,residential,20,,29.092,"LINESTRING (106.8115122 -6.3121535, 106.8117686 -6.3122127)",,,,,,
5093648539,6330997036,0,839098708,False,1,,residential,20,,22.404,"LINESTRING (106.8122283 -6.3123013, 106.8120271 -6.3122767)",,,,,,
5093648539,6330997035,0,839098708,False,1,,residential,20,,11.769,"LINESTRING (106.8122283 -6.3123013, 106.8123345 -6.312309)",,,,,,
5093648598,5093648601,0,523145135,False,,,residential,20,,3.754,"LINESTRING (106.8120109 -6.3139177, 106.8119821 -6.3139356)",,permissive,,,,
5093648598,6330997067,0,523145135,False,,,residential,20,,10.49,"LINESTRING (106.8120109 -6.3139177, 106.8120539 -6.3138336)",,permissive,,,,
5093648599,5106999373,0,523145135,False,,,residential,20,,44.31,"LINESTRING (106.8112258 -6.3137258, 106.8113047 -6.3133351)",,permissive,,,,
5093648599,6330997074,0,523145135,False,,,residential,20,,2.119,"LINESTRING (106.8112258 -6.3137258, 106.8112304 -6.3137443)",,permissive,,,,
5093648601,6330997066,0,523145135,False,,,residential,20,,4.678,"LINESTRING (106.8119821 -6.3139356, 106.8119399 -6.3139389)",,permissive,,,,
5093648601,5093648598,0,523145135,False,,,residential,20,,3.754,"LINESTRING (106.8119821 -6.3139356, 106.8120109 -6.3139177)",,permissive,,,,
5093749550,7043836792,0,765705994,False,,Gang Harapan 1,residential,20,,19.859,"LINESTRING (106.8127061 -6.3136545, 106.81253 -6.313619)",,,,,,
5093749580,5093749581,0,523162514,False,,Makaman Kampung Kandang,residential,20,,16.955,"LINESTRING (106.8094241 -6.3196703, 106.8094349 -6.3195182)",,destination,,driveway,,
5093749580,5475042182,0,523162514,False,,Makaman Kampung Kandang,residential,20,,29.436,"LINESTRING (106.8094241 -6.3196703, 106.809435 -6.3199348)",,destination,,driveway,,
5093749581,5093749580,0,523162514,False,,Makaman Kampung Kandang,residential,20,,16.955,"LINESTRING (106.8094349 -6.3195182, 106.8094241 -6.3196703)",,destination,,driveway,,
5093749581,5093749587,0,569259519,False,,Makaman Kampung Kandang,service,20,,60.228,"LINESTRING (106.8094349 -6.3195182, 106.8089004 -6.3194126)",,destination,,,,
5093749582,7559725231,0,569259519,False,,Makaman Kampung Kandang,service,20,,0.756,"LINESTRING (106.8079 -6.3192066, 106.8078932 -6.3192073)",,destination,,,,
5093749582,6332973865,0,569259519,False,,Makaman Kampung Kandang,service,20,,7.761,"LINESTRING (106.8079 -6.3192066, 106.8079689 -6.3192201)",,destination,,,,
5093749584,4984334843,0,523162514,False,,Makaman Kampung Kandang,residential,20,,18.882,"LINESTRING (106.8094784 -6.3208377, 106.8094589 -6.320669)",,destination,,driveway,,
5093749584,6332973873,0,523162514,False,,Makaman Kampung Kandang,residential,20,,54.963,"LINESTRING (106.8094784 -6.3208377, 106.8095219 -6.3213301)",,destination,,driveway,,
5093749584,5093749585,0,523162515,False,,Makaman Kampung Kandang,service,20,,98.641,"LINESTRING (106.8094784 -6.3208377, 106.8085981 -6.3206914)",,destination,,,,
5093749585,7559473681,0,523162515,False,,Makaman Kampung Kandang,service,20,,5.123,"LINESTRING (106.8085981 -6.3206914, 106.8085556 -6.320673)",,destination,,,,
5093749585,5093749584,0,523162515,False,,Makaman Kampung Kandang,service,20,,98.641,"LINESTRING (106.8085981 -6.3206914, 106.8094784 -6.3208377)",,destination,,,,
5093749586,5475042171,0,523162515,False,,Makaman Kampung Kandang,service,20,,46.953,"LINESTRING (106.8087345 -6.3193873, 106.8086577 -6.3198026)",,destination,,,,
5093749586,5093749595,0,569259519,False,,Makaman Kampung Kandang,service,20,,27.342,"LINESTRING (106.8087345 -6.3193873, 106.8084971 -6.3193181)",,destination,,,,
5093749586,5093749587,0,569259519,False,,Makaman Kampung Kandang,service,20,,18.55,"LINESTRING (106.8087345 -6.3193873, 106.8089004 -6.3194126)",,destination,,,,
5093749587,5093749586,0,569259519,False,,Makaman Kampung Kandang,service,20,,18.55,"LINESTRING (106.8089004 -6.3194126, 106.8087345 -6.3193873)",,destination,,,,
5093749587,5093749581,0,569259519,False,,Makaman Kampung Kandang,service,20,,60.228,"LINESTRING (106.8089004 -6.3194126, 106.8094349 -6.3195182)",,destination,,,,
5093749595,7559698845,0,569259519,False,,Makaman Kampung Kandang,service,20,,30.783,"LINESTRING (106.8084971 -6.3193181, 106.8082233 -6.3192673)",,destination,,,,
5093749595,5093749586,0,569259519,False,,Makaman Kampung Kandang,service,20,,27.342,"LINESTRING (106.8084971 -6.3193181, 106.8087345 -6.3193873)",,destination,,,,
5093974326,5475042170,0,523162514,False,,Makaman Kampung Kandang,residential,20,,8.599,"LINESTRING (106.8095457 -6.3220884, 106.8095412 -6.3220112)",,destination,,driveway,,
5096903588,5096903589,0,844938634,False,2,,living_street,5,1,31.898,"LINESTRING (106.7464144 -6.1431335, 106.7461507 -6.1430171)",,,,,,
5096903589,5096903590,0,523573391,False,2,,living_street,5,2,23.954,"LINESTRING (106.7461507 -6.1430171, 106.7462312 -6.1428171)",,,,,,
5096903589,5096903588,0,844938634,False,2,,living_street,5,1,31.898,"LINESTRING (106.7461507 -6.1430171, 106.7464144 -6.1431335)",,,,,,
5096903590,5096903589,0,523573391,False,2,,living_street,5,2,23.954,"LINESTRING (106.7462312 -6.1428171, 106.7461507 -6.1430171)",,,,,,
5096903590,6285764961,0,523573391,False,2,,living_street,5,2,1.832,"LINESTRING (106.7462312 -6.1428171, 106.7462342 -6.1428009)",,,,,,
5096903591,5097409573,0,523573391,False,2,,living_street,5,2,23.742,"LINESTRING (106.7463143 -6.1425198, 106.746243 -6.1427212)",,,,,,
5096903591,6285764962,0,523573391,False,2,,living_street,5,2,2.249,"LINESTRING (106.7463143 -6.1425198, 106.7463207 -6.1425006)",,,,,,
5096903615,7238369893,0,523573391,False,2,,living_street,5,2,2.832,"LINESTRING (106.7463364 -6.1424531, 106.7463294 -6.1424776)",,,,,,
5097408161,7238295745,0,343484840,False,2,,residential,20,5,5.03,"LINESTRING (106.7430354 -6.1367851, 106.7430045 -6.1367519)",,,,,,
5097409573,6285764963,0,523573391,False,2,,living_street,5,2,3.173,"LINESTRING (106.746243 -6.1427212, 106.7462402 -6.1427496)",,,,,,
5097409573,5096903591,0,523573391,False,2,,living_street,5,2,23.742,"LINESTRING (106.746243 -6.1427212, 106.7463143 -6.1425198)",,,,,,
5106845921,7101723510,0,524836837,False,,Jalan Menara 165,service,30,,4.348,"LINESTRING (106.8090643 -6.2919955, 106.8090699 -6.2919568)",,private,,driveway,,
5106999373,5093648599,0,523145135,False,,,residential,20,,44.31,"LINESTRING (106.8113047 -6.3133351, 106.8112258 -6.3137258)",,permissive,,,,
5106999377,6330997070,0,158842465,False,,Gang Harapan 1,residential,20,,33.725,"LINESTRING (106.8115972 -6.3134785, 106.811901 -6.313507)",,permissive,,,,
5111366488,5111366674,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,35.953,"LINESTRING (106.8382994 -6.1415857, 106.8380163 -6.1414266)",,,,,,
5111366488,3274340361,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,9.153,"LINESTRING (106.8382994 -6.1415857, 106.8383713 -6.1416265)",,,,,,
5111366674,7047789809,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,18.445,"LINESTRING (106.8380163 -6.1414266, 106.8378715 -6.1413442)",,,,,,
5111366674,5111366488,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,35.953,"LINESTRING (106.8380163 -6.1414266, 106.8382994 -6.1415857)",,,,,,
5111366692,393787408,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,17.956,"LINESTRING (106.8361288 -6.1402644, 106.8359904 -6.1401799)",,,,,,
5111366692,5111366694,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,30.803,"LINESTRING (106.8361288 -6.1402644, 106.8363662 -6.1404094)",,,,,,
5111366694,5111366692,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,30.803,"LINESTRING (106.8363662 -6.1404094, 106.8361288 -6.1402644)",,,,,,
5111366694,393885944,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,37.324,"LINESTRING (106.8363662 -6.1404094, 106.8366528 -6.1405868)",,,,,,
5111366696,7047747654,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,8.378,"LINESTRING (106.8369332 -6.1407647, 106.8368693 -6.1407242)",,,,,,
5111366696,5111366702,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,37.704,"LINESTRING (106.8369332 -6.1407647, 106.8372194 -6.1409491)",,,,,,
5111366702,5111366696,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,37.704,"LINESTRING (106.8372194 -6.1409491, 106.8369332 -6.1407647)",,,,,,
5111366702,393885947,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,47.437,"LINESTRING (106.8372194 -6.1409491, 106.8375858 -6.1411711)",,,,,,
5111366839,7047747658,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,10.511,"LINESTRING (106.8350371 -6.1396204, 106.8349558 -6.1395714)",,,,,,
5111366839,393885927,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,22.948,"LINESTRING (106.8350371 -6.1396204, 106.8352155 -6.1397259)",,,,,,
5111366841,5111366869,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,5.323,"LINESTRING (106.8340413 -6.1390344, 106.8339993 -6.139011)",,,,,,
